Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
2178,Round 1,NIELIT Deemed to be University Kohima,Cyber Forensics and Information Security,G1,OBC-NCL,348,327
2179,Round 1,NIELIT Deemed to be University Agartala,Data Engineering,G2,ST,244,244
2180,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and AI),G1,OBC-NCL,439,400
2181,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),G1,ST,256,252
2182,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,G1,SC,324,323
2183,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Electronics and Communication Engineering,G1,OPEN,366,366
2184,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Earth System Science,G1,OBC-NCL,407,390
2185,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Optical Engineering,G1,OBC-NCL,400,386
2186,Round 1,"National Institute of Technical Teachers Training & Research, Kolkata",Artificial Intelligence and Machine Learning with Pedagogy,G1,ST,273,273
2187,Round 1,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in Computer Science and Engineering (Bigdata Analytics),G1,OPEN,489,433
2188,Round 1,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",M. Tech. in VLSI & Microelectronics,G1,OPEN,592,366
2189,Round 1,"Jawaharlal Nehru University, New Delhi",Computer Science & Engineering,G1,OBC-NCL,547,529
2190,Round 1,"National Institute of Electronics and Information Technology, Calicut",Automotive Electronics,G1,SC,323,298
2191,Round 1,"National Institute of Electronics and Information Technology, Calicut",Embedded Systems,G1,ST,271,271
2192,Round 1,NIELIT Deemed to be University Imphal,Artificial Intelligence,G1,EWS,385,335
2193,Round 1,"National Institute of Technology, Rourkela",Manufacturing and Automation Engineering,G2,OPEN,463,445
2194,Round 1,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,SC,314,291
2195,Round 1,"National Institute of Technology, Rourkela",Biotechnology,G1,EWS,497,450
2196,Round 1,"National Institute of Technology, Rourkela",Control & Automation,G1,SC,326,315
2197,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G2,SC,330,330
2198,Round 1,"National Institute of Technology, Rourkela",Environmental Engineering,G1,ST,291,291
2199,Round 1,"National Institute of Technology, Rourkela",Food Process Engineering,G1,SC,314,314
2200,Round 1,"National Institute of Technology, Rourkela",Information Security,G1,OBC-NCL,681,658
2201,Round 1,"National Institute of Technology, Rourkela",Information Security,G1,EWS,678,672
2202,Round 1,"National Institute of Technology, Rourkela",Signal & Image Processing,G1,OBC-NCL,597,542
2203,Round 1,"National Institute of Technology, Rourkela",Structural Engineering,G1,ST,344,336
2204,Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,G1,OBC-NCL,473,473
2205,Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,G3,SC,321,318
2206,Round 1,"National Institute of Technology, Silchar",Power Electronics and Drives,G1,ST,262,262
2207,Round 1,"National Institute of Technology, Silchar",Renewable Energy,G1,EWS,360,360
2208,Round 1,"National Institute of Technology, Silchar",Renewable Energy,G1,OPEN,433,402
2209,Round 1,"National Institute of Technology, Silchar",Communication & Signal Processing,G1,SC,354,300
2210,Round 1,"National Institute of Technology, Silchar",Transportation Engineering,G1,OPEN,408,351
2211,Round 1,"National Institute of Technology, Silchar",Water Resources Engineering,G1,OBC-NCL,321,321
2212,Round 1,"National Institute of Technology, Silchar",Water Resources Engineering,G1,OPEN,359,359
2213,Round 1,"National Institute of Technology, Srinagar",Water Resources Engineering,G1,SC,243,206
2214,Round 1,"National Institute of Technology, Tiruchirappalli",Data Analytics,G1,OBC-NCL,731,702
2215,Round 1,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G2,SC,272,272
2216,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G3,SC,332,332
2217,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G1,ST,342,310
2218,Round 1,"National Institute of Technology, Tiruchirappalli",Power Electronics,G1,SC,515,433
2219,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,OBC-NCL,747,731
2220,Round 1,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,G1,OBC-NCL,429,424
2221,Round 1,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,G1,EWS,424,424
2222,Round 1,"National Institute of Technology, Warangal",Automobile Engineering,G1,OBC-NCL,456,428
2223,Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,G1,OBC-NCL,429,411
2224,Round 1,"National Institute of Technology, Warangal",Control & Automation,G1,OBC-NCL,515,464
2225,Round 1,"National Institute of Technology, Warangal",Control & Automation,G4,OBC-NCL,465,465
2226,Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,G1,EWS,739,731
2227,Round 1,"National Institute of Technology, Warangal",Engineering Structures,G1,OPEN,564,502
2228,Round 1,"National Institute of Technology, Warangal",Machine Design,G1,OBC-NCL,566,555
2229,Round 1,"National Institute of Technology, Warangal",Manufacturing Engineering,G1,ST,245,241
2230,Round 1,"National Institute of Technology, Warangal",Power Systems Engineering,G1,SC,405,370
2231,Round 1,"National Institute of Technology, Warangal",VLSI Systems Design,G1,OPEN,707,674
2232,Round 1,"National Institute of Technology, Warangal",Welding Technology and Non Destructive Testing,G1,EWS,335,335
2233,Round 1,"National Institute of Technology, Warangal",Computer Integrated Manufacturing,G1,OBC-NCL,434,404
2234,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Control and Automation,G1,OPEN,489,414
2235,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Environmental Engineering,G1,SC,306,279
2236,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Mechanical Engineering,G1,OBC-NCL,383,362
2237,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,G1,SC,473,414
2238,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,G1,OPEN,657,625
2239,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Transportation Engineering & Planning,G1,ST,298,298
2240,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Excavation Engineering,G1,SC,288,269
2241,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Geotechnical Engineering,G1,SC,291,288
2242,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Power Electronics & Drives,G1,EWS,382,378
2243,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Transportation Engineering,G1,ST,284,284
2244,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Urban Planning,G2,SC,311,311
2245,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Water Resources Engineering and Geoinformatics,G1,OPEN,464,371
2246,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Thermal Science and Energy Technology,G1,ST,266,266
2247,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Mining and Mineral Engineering,G1,OBC-NCL,346,312
2248,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Sustainable Energy Technology and Development,G1,OBC-NCL,328,304
2249,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Control & Industrial Automation,G1,OBC-NCL,357,327
2250,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",VLSI Design,G1,SC,357,315
2251,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,G1,OBC-NCL,476,453
2252,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,G1,OPEN,608,534
2253,Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. - Ph.D in IT with specialization in Network and Security Group,G1,SC,374,374
2254,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. Biomedical Engineering,G1,EWS,377,337
2255,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Mechanical Engineering with Specialization in Intelligent Mechanical Systems Design,G1,SC,228,228
2256,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,G1,SC,364,358
2257,Round 1,Indian Institute of Information Technology Tiruchirappalli,Computer Science & Engineering,G1,SC,523,370
2258,Round 1,"Indian Institute of Information Technology , Kalyani",VLSI & Embedded Systems,G1,ST,264,264
2259,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science & Engineering,G1,OPEN,549,493
2260,Round 1,"Indian Institute of Information Technology, Pune",Electronics and Communication Engineering,G1,OBC-NCL,433,397
2261,Round 1,"Indian Institute of Information Technology, Bhagalpur, Bihar",Electric Vehicle Technology,G1,ST,244,244
2262,Round 1,"Indian Institute of Information Technology, Una",Computer Science & Engineering with Specialization in Data Science/Cyber Security,G1,SC,360,353
2263,Round 1,"Indian Institute of Information Technology, Kota",Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science,G1,ST,266,256
2264,Round 1,"Indian Institute of Information Technology, Bhopal",M.Tech in Cyber Physical System,G1,SC,344,335
2265,Round 1,"Indian Institute of Information Technology, Vadodara, Gandhinagar Campus",Artificial Intelligence,G1,SC,360,360
2266,Round 1,"Indian Institute of Information Technology, Vadodara, Diu Campus",Artificial Intelligence,G1,OPEN,517,505
2267,Round 1,Indian Institute of Information Technology (IIIT) Surat,Electronics and Communication Engineering (VLSI),G1,OBC-NCL,424,373
2268,Round 1,Indian Institute of Information Technology (IIIT) Surat,Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,G1,OBC-NCL,493,476
2269,Round 1,"International Institute of Information Technology, Naya Raipur",Computer Science & Engineering,G1,SC,393,393
2270,Round 1,"Punjab Engineering College, Chandigarh",Quantum Materials & Technology,G1,EWS,338,313
2271,Round 1,"Punjab Engineering College, Chandigarh",Electronics (VLSI Design),G1,ST,291,291
2272,Round 1,"Punjab Engineering College, Chandigarh",Computer Science & Engineering,G1,OPEN,564,506
2273,Round 1,"Central Institute of Technology, Kokrajhar",Computer Science & Engineering,G1,OBC-NCL,419,419
2274,Round 1,Central University of Rajasthan,Sustainable Architecture,G1,SC,271,271
2275,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),G1,OBC-NCL,433,421
2276,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (UAVs),G1,SC,342,290
2277,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,G1,EWS,370,370
2278,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Renewable Energy,G1,ST,259,259
2279,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Aerodynamics and Flight Mechanics,G1,SC,349,343
2280,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Master of Science in Astronomy and Astrophysics,G1,ST,276,276
2281,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Quantum Technology,G1,SC,415,415
2282,Round 1,"National Institute of Technical Teachers Training & Research, Kolkata",Engineering Education,G1,SC,331,209
2283,Round 1,NIELIT Deemed to be University- Ajmer,Artificial Intelligence & Data Science,G1,OBC-NCL,360,350
2284,Round 1,NIELIT Deemed to be University Agartala,Data Engineering,G2,SC,298,277
2285,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",RF and Microwave Engineering,G1,OPEN,592,452
2286,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Master of Science in Astronomy and Astrophysics,G1,EWS,358,358
2287,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Geoinformatics,G1,ST,268,268
2288,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Manufacturing Technology,G1,EWS,314,314
2289,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Manufacturing Technology,G1,SC,296,269
2290,Round 1,"National Institute of Technical Teachers Training & Research, Kolkata",Engineering Education,G1,OBC-NCL,311,294
2291,Round 1,"Jawaharlal Nehru University, New Delhi",Computer Science & Engineering,G1,OPEN,756,592
2292,Round 1,"Jawaharlal Nehru University, New Delhi",Computer Science & Engineering,G1,ST,327,327
2293,Round 1,NIELIT Deemed to be University- Ajmer,Artificial Intelligence & Data Science,G1,SC,298,274
2294,Round 1,NIELIT Deemed to be University- Gorakhpur,VLSI and Embedded Systems Design,G1,OPEN,390,377
2295,Round 1,NIELIT Deemed to be University- Srinagar,Cyber Forensics,G2,OBC-NCL,335,330
2296,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Production & Industrial Engineering,G1,SC,252,232
2297,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Materials Engineering,G1,OPEN,366,366
2298,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Power & Energy Systems,G1,OPEN,429,393
2299,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Dynamics & Earthquake Engineering,G1,SC,328,291
2300,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,G1,OBC-NCL,450,438
